DataEye 新品日报 (2026-05-23)
本次共发现 101 个新品，按平台整理如下：

抖音小游戏 (新增 62 个)
- 爱刷牙齿大神: https://adxray.dataeye.com/index/home#/Product/Detail/1368637
- 蚌不住了: https://adxray.dataeye.com/index/home#/Product/Detail/1368719
- 暴走螺丝钉: https://adxray.dataeye.com/index/home#/Product/Detail/1368622
- 变成大美女: https://adxray.dataeye.com/index/home#/Product/Detail/1368683
- 不要被吓到: https://adxray.dataeye.com/index/home#/Product/Detail/1368743
- 彩色螺丝对对碰: https://adxray.dataeye.com/index/home#/Product/Detail/1368733
- 颤抖的大脑: https://adxray.dataeye.com/index/home#/Product/Detail/1368644
- 成为赛车手: https://adxray.dataeye.com/index/home#/Product/Detail/1368607
- 成语休闲大转弯: https://adxray.dataeye.com/index/home#/Product/Detail/1368609
- 打个大气球: https://adxray.dataeye.com/index/home#/Product/Detail/1368636
- 大干一票: https://adxray.dataeye.com/index/home#/Product/Detail/1368597
- 弹跳火柴人: https://adxray.dataeye.com/index/home#/Product/Detail/1368677
- 动物奇妙物语: https://adxray.dataeye.com/index/home#/Product/Detail/1368599
- 动物消除赛: https://adxray.dataeye.com/index/home#/Product/Detail/1368612
- 盖瑞模组迷宫追逐: https://adxray.dataeye.com/index/home#/Product/Detail/1368652
- 怪兽大联盟: https://adxray.dataeye.com/index/home#/Product/Detail/1368667
- 汉字文曲星: https://adxray.dataeye.com/index/home#/Product/Detail/1368627
- 滑动消除: https://adxray.dataeye.com/index/home#/Product/Detail/1368763
- 画线脑洞: https://adxray.dataeye.com/index/home#/Product/Detail/1368608
- 欢聚来找茬: https://adxray.dataeye.com/index/home#/Product/Detail/1368702
- 僵尸防线: https://adxray.dataeye.com/index/home#/Product/Detail/1368631
- 解压对对碰1: https://adxray.dataeye.com/index/home#/Product/Detail/1368669
- 警车极限追击: https://adxray.dataeye.com/index/home#/Product/Detail/1368742
- 卷王也过不了: https://adxray.dataeye.com/index/home#/Product/Detail/1368651
- 口袋海岛神军: https://adxray.dataeye.com/index/home#/Product/Detail/1368696
- 老六请你挑战: https://adxray.dataeye.com/index/home#/Product/Detail/1368668
- 老鼠大冒险: https://adxray.dataeye.com/index/home#/Product/Detail/1368786
- 螺丝666: https://adxray.dataeye.com/index/home#/Product/Detail/1368662
- 麻了个将对对消: https://adxray.dataeye.com/index/home#/Product/Detail/1368768
- 萌萌的钢琴白块: https://adxray.dataeye.com/index/home#/Product/Detail/1368590
- 密室逃脱1极限逃脱: https://adxray.dataeye.com/index/home#/Product/Detail/1368603
- 逆袭人生挑战: https://adxray.dataeye.com/index/home#/Product/Detail/1368789
- 挪兔兔: https://adxray.dataeye.com/index/home#/Product/Detail/1368697
- 碰碰乐翻天: https://adxray.dataeye.com/index/home#/Product/Detail/1368606
- 轻轻松松玩: https://adxray.dataeye.com/index/home#/Product/Detail/1368634
- 趣味头脑大转弯: https://adxray.dataeye.com/index/home#/Product/Detail/1368764
- 雀神碰一碰: https://adxray.dataeye.com/index/home#/Product/Detail/1368723
- 忍者游乐场: https://adxray.dataeye.com/index/home#/Product/Detail/1368654
- 赛道车神: https://adxray.dataeye.com/index/home#/Product/Detail/1368729
- 沙滩挖宝王: https://adxray.dataeye.com/index/home#/Product/Detail/1368655
- 烧脑集中营: https://adxray.dataeye.com/index/home#/Product/Detail/1368595
- 神射手传奇: https://adxray.dataeye.com/index/home#/Product/Detail/1368780
- 诗词拼拼: https://adxray.dataeye.com/index/home#/Product/Detail/1368614
- 史上最解压: https://adxray.dataeye.com/index/home#/Product/Detail/1368594
- 通关能手: https://adxray.dataeye.com/index/home#/Product/Detail/1368687
- 微恐搜打撤: https://adxray.dataeye.com/index/home#/Product/Detail/1368638
- 文字挪挪看: https://adxray.dataeye.com/index/home#/Product/Detail/1368691
- 我要当店长游戏软件: https://adxray.dataeye.com/index/home#/Product/Detail/1368610
- 我要当总裁: https://adxray.dataeye.com/index/home#/Product/Detail/1368611
- 无敌飞刃打怪: https://adxray.dataeye.com/index/home#/Product/Detail/1368734
- 无尽狂奔: https://adxray.dataeye.com/index/home#/Product/Detail/1368787
- 西游降妖记: https://adxray.dataeye.com/index/home#/Product/Detail/1368773
- 橡皮擦大作战: https://adxray.dataeye.com/index/home#/Product/Detail/1368653
- 消除这一关: https://adxray.dataeye.com/index/home#/Product/Detail/1368593
- 消来消去: https://adxray.dataeye.com/index/home#/Product/Detail/1368709
- 消消方块阵: https://adxray.dataeye.com/index/home#/Product/Detail/1368620
- 小小地铁英雄跑酷: https://adxray.dataeye.com/index/home#/Product/Detail/1368605
- 星空纸牌: https://adxray.dataeye.com/index/home#/Product/Detail/1368698
- 找茬指南: https://adxray.dataeye.com/index/home#/Product/Detail/1368628
- 这波我能赢: https://adxray.dataeye.com/index/home#/Product/Detail/1368761
- 终极闯关游戏软件V1.0: https://adxray.dataeye.com/index/home#/Product/Detail/1368650
- 最牛设计师: https://adxray.dataeye.com/index/home#/Product/Detail/1368693

快手小游戏 (新增 9 个)
- 大圣抢亲: https://adxray.dataeye.com/index/home#/Product/Detail/1368707
- 节拍小镇: https://adxray.dataeye.com/index/home#/Product/Detail/1368682
- 决斗大作战: https://adxray.dataeye.com/index/home#/Product/Detail/1368779
- 来战一场: https://adxray.dataeye.com/index/home#/Product/Detail/1368766
- 露露小镇生活: https://adxray.dataeye.com/index/home#/Product/Detail/1368790
- 趣玩大冒险: https://adxray.dataeye.com/index/home#/Product/Detail/1368730
- 全民机长: https://adxray.dataeye.com/index/home#/Product/Detail/1368704
- 王牌对战: https://adxray.dataeye.com/index/home#/Product/Detail/1368706
- 有手就会玩: https://adxray.dataeye.com/index/home#/Product/Detail/1368785

微信小游戏 (新增 20 个)
- 爱上果汁消: https://adxray.dataeye.com/index/home#/Product/Detail/1368710
- 动动脑不费劲: https://adxray.dataeye.com/index/home#/Product/Detail/1368645
- 动个脑瓜游戏: https://adxray.dataeye.com/index/home#/Product/Detail/1368728
- 黑洞吞噬黑洞: https://adxray.dataeye.com/index/home#/Product/Detail/1368617
- 欢快游戏场: https://adxray.dataeye.com/index/home#/Product/Detail/1368699
- 毁灭星球模拟器正版: https://adxray.dataeye.com/index/home#/Product/Detail/1368630
- 开局带把枪: https://adxray.dataeye.com/index/home#/Product/Detail/1368791
- 连消解压馆: https://adxray.dataeye.com/index/home#/Product/Detail/1368726
- 摩托车驾驶模拟小游戏: https://adxray.dataeye.com/index/home#/Product/Detail/1368725
- 七柠轻读: https://adxray.dataeye.com/index/home#/Product/Detail/1368714
- 沙子消消: https://adxray.dataeye.com/index/home#/Product/Detail/1368769
- 贪食蛇世界: https://adxray.dataeye.com/index/home#/Product/Detail/1368642
- 童话冒险团: https://adxray.dataeye.com/index/home#/Product/Detail/1368658
- 我的公寓小镇: https://adxray.dataeye.com/index/home#/Product/Detail/1368720
- 我是跑酷高手: https://adxray.dataeye.com/index/home#/Product/Detail/1368762
- 消除砰砰: https://adxray.dataeye.com/index/home#/Product/Detail/1368639
- 验了个牌: https://adxray.dataeye.com/index/home#/Product/Detail/1368727
- 元素狂潮: https://adxray.dataeye.com/index/home#/Product/Detail/1368776
- 这关专治不服: https://adxray.dataeye.com/index/home#/Product/Detail/1368788
- 智商大升级: https://adxray.dataeye.com/index/home#/Product/Detail/1368681

iOS (新增 10 个)
- 蛋糕屋模拟: https://adxray.dataeye.com/index/home#/Product/Detail/1368580
- 古铜176小极品: https://adxray.dataeye.com/index/home#/Product/Detail/1368680
- 果园大派对: https://adxray.dataeye.com/index/home#/Product/Detail/1368591
- 极限进化: https://adxray.dataeye.com/index/home#/Product/Detail/1368708
- 螺丝达人秀: https://adxray.dataeye.com/index/home#/Product/Detail/1368619
- 妙趣小农庄: https://adxray.dataeye.com/index/home#/Product/Detail/1368621
- 你毕业了没: https://adxray.dataeye.com/index/home#/Product/Detail/1368600
- 趣玩传世: https://adxray.dataeye.com/index/home#/Product/Detail/1368592
- 仙帝神兵: https://adxray.dataeye.com/index/home#/Product/Detail/1368690
- 一箭如故: https://adxray.dataeye.com/index/home#/Product/Detail/1368775
